Nice_temp,Nice_max,Nice_min,Nice_dwp,Nice_mx_dwp,Nice_mi_dwp,Nice_pressure,Nice_humidity,Nice_wind,Nice_clouds,Nice_temp_1,Nice_temp_2,Nice_temp_3,Nice_max_1,Nice_max_2,Nice_max_3,Nice_min_1,Nice_min_2,Nice_min_3,Nice_dwp_1,Nice_dwp_2,Nice_dwp_3,Nice_mx_dwp_1,Nice_mx_dwp_2,Nice_mx_dwp_3,Nice_mi_dwp_1,Nice_mi_dwp_2,Nice_mi_dwp_3,Nice_pressure_1,Nice_pressure_2,Nice_pressure_3,Nice_humidity_1,Nice_humidity_2,Nice_humidity_3,Nice_wind_1,Nice_wind_2,Nice_wind_3,Nice_clouds_1,Nice_clouds_2,Nice_clouds_3
7.958333333333333,9.416666666666666,5.583333333333333,1.0249999999999997,2.483333333333334,-1.3499999999999996,1013.75,65.33333333333333,1.5833333333333333,0.0,9.333333333333334,10.625,9.375,10.416666666666666,12.083333333333334,10.708333333333334,8.0,8.916666666666666,6.583333333333333,2.808333333333333,4.316666666666667,2.616666666666667,3.8916666666666675,5.7749999999999995,3.9500000000000006,1.4749999999999999,2.608333333333334,-0.17500000000000018,1017.0833333333334,1019.2916666666666,1023.7083333333334,67.375,68.45833333333333,66.20833333333333,2.0,2.75,2.0833333333333335,5.625,7.291666666666667,6.666666666666667
7.0,8.125,5.291666666666667,-0.6333333333333333,0.4916666666666664,-2.3416666666666672,1014.4583333333334,61.833333333333336,1.4166666666666667,27.291666666666668,7.958333333333333,9.333333333333334,10.625,9.416666666666666,10.416666666666666,12.083333333333334,5.583333333333333,8.0,8.916666666666666,1.0249999999999997,2.808333333333333,4.316666666666667,2.483333333333334,3.8916666666666675,5.7749999999999995,-1.3499999999999996,1.4749999999999999,2.608333333333334,1013.75,1017.0833333333334,1019.2916666666666,65.33333333333333,67.375,68.45833333333333,1.5833333333333333,2.0,2.75,0.0,5.625,7.291666666666667
4.708333333333333,5.458333333333333,3.7083333333333335,-3.241666666666667,-2.4916666666666676,-4.241666666666667,1025.75,60.25,1.6666666666666667,55.0,7.0,7.958333333333333,9.333333333333334,8.125,9.416666666666666,10.416666666666666,5.291666666666667,5.583333333333333,8.0,-0.6333333333333333,1.0249999999999997,2.808333333333333,0.4916666666666664,2.483333333333334,3.8916666666666675,-2.3416666666666672,-1.3499999999999996,1.4749999999999999,1014.4583333333334,1013.75,1017.0833333333334,61.833333333333336,65.33333333333333,67.375,1.4166666666666667,1.5833333333333333,2.0,27.291666666666668,0.0,5.625
4.875,6.0,3.2916666666666665,-0.7999999999999998,0.3250000000000002,-2.383333333333333,1026.7916666666667,71.625,1.7916666666666667,44.583333333333336,4.708333333333333,7.0,7.958333333333333,5.458333333333333,8.125,9.416666666666666,3.7083333333333335,5.291666666666667,5.583333333333333,-3.241666666666667,-0.6333333333333333,1.0249999999999997,-2.4916666666666676,0.4916666666666664,2.483333333333334,-4.241666666666667,-2.3416666666666672,-1.3499999999999996,1025.75,1014.4583333333334,1013.75,60.25,61.833333333333336,65.33333333333333,1.6666666666666667,1.4166666666666667,1.5833333333333333,55.0,27.291666666666668,0.0
5.833333333333333,7.458333333333333,3.25,1.1500000000000001,2.7750000000000004,-1.4333333333333327,1021.375,76.58333333333333,1.4583333333333333,27.708333333333332,4.875,4.708333333333333,7.0,6.0,5.458333333333333,8.125,3.2916666666666665,3.7083333333333335,5.291666666666667,-0.7999999999999998,-3.241666666666667,-0.6333333333333333,0.3250000000000002,-2.4916666666666676,0.4916666666666664,-2.383333333333333,-4.241666666666667,-2.3416666666666672,1026.7916666666667,1025.75,1014.4583333333334,71.625,60.25,61.833333333333336,1.7916666666666667,1.6666666666666667,1.4166666666666667,44.583333333333336,55.0,27.291666666666668
5.541666666666667,8.458333333333334,1.7083333333333333,0.6166666666666669,3.5333333333333337,-3.2166666666666663,1020.125,75.375,1.5416666666666667,34.375,5.833333333333333,4.875,4.708333333333333,7.458333333333333,6.0,5.458333333333333,3.25,3.2916666666666665,3.7083333333333335,1.1500000000000001,-0.7999999999999998,-3.241666666666667,2.7750000000000004,0.3250000000000002,-2.4916666666666676,-1.4333333333333327,-2.383333333333333,-4.241666666666667,1021.375,1026.7916666666667,1025.75,76.58333333333333,71.625,60.25,1.4583333333333333,1.7916666666666667,1.6666666666666667,27.708333333333332,44.583333333333336,55.0
4.041666666666667,6.916666666666667,0.2916666666666667,-0.39999999999999997,2.475,-4.1499999999999995,1010.0,77.79166666666667,1.6666666666666667,84.375,5.541666666666667,5.833333333333333,4.875,8.458333333333334,7.458333333333333,6.0,1.7083333333333333,3.25,3.2916666666666665,0.6166666666666669,1.1500000000000001,-0.7999999999999998,3.5333333333333337,2.7750000000000004,0.3250000000000002,-3.2166666666666663,-1.4333333333333327,-2.383333333333333,1020.125,1021.375,1026.7916666666667,75.375,76.58333333333333,71.625,1.5416666666666667,1.4583333333333333,1.7916666666666667,34.375,27.708333333333332,44.583333333333336
2.75,5.583333333333333,-0.7083333333333334,-0.5916666666666668,2.2416666666666667,-4.050000000000001,1017.0416666666666,83.29166666666667,1.0416666666666667,66.66666666666667,4.041666666666667,5.541666666666667,5.833333333333333,6.916666666666667,8.458333333333334,7.458333333333333,0.2916666666666667,1.7083333333333333,3.25,-0.39999999999999997,0.6166666666666669,1.1500000000000001,2.475,3.5333333333333337,2.7750000000000004,-4.1499999999999995,-3.2166666666666663,-1.4333333333333327,1010.0,1020.125,1021.375,77.79166666666667,75.375,76.58333333333333,1.6666666666666667,1.5416666666666667,1.4583333333333333,84.375,34.375,27.708333333333332
5.166666666666667,9.0,-0.4166666666666667,-0.14166666666666705,3.691666666666667,-5.7250000000000005,1015.0833333333334,73.45833333333333,1.6666666666666667,6.875,2.75,4.041666666666667,5.541666666666667,5.583333333333333,6.916666666666667,8.458333333333334,-0.7083333333333334,0.2916666666666667,1.7083333333333333,-0.5916666666666668,-0.39999999999999997,0.6166666666666669,2.2416666666666667,2.475,3.5333333333333337,-4.050000000000001,-4.1499999999999995,-3.2166666666666663,1017.0416666666666,1010.0,1020.125,83.29166666666667,77.79166666666667,75.375,1.0416666666666667,1.6666666666666667,1.5416666666666667,66.66666666666667,84.375,34.375
7.583333333333333,10.458333333333334,4.416666666666667,-4.1000000000000005,-1.2250000000000003,-7.266666666666667,1005.25,41.583333333333336,5.916666666666667,7.083333333333333,5.166666666666667,2.75,4.041666666666667,9.0,5.583333333333333,6.916666666666667,-0.4166666666666667,-0.7083333333333334,0.2916666666666667,-0.14166666666666705,-0.5916666666666668,-0.39999999999999997,3.691666666666667,2.2416666666666667,2.475,-5.7250000000000005,-4.050000000000001,-4.1499999999999995,1015.0833333333334,1017.0416666666666,1010.0,73.45833333333333,83.29166666666667,77.79166666666667,1.6666666666666667,1.0416666666666667,1.6666666666666667,6.875,66.66666666666667,84.375
